id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p128-35	128	艹	6	くさかんむり／皎のつくり	1-90-79	3									⿱艹交	茭	u2ff1-u8279-u4ea4
p128-36	128	艹	6	くさかんむり／充	1-90-80	3									⿱艹充	茺	u2ff1-u8279-u5145
p128-37	128	艹	6	くさかんむり／銓のつくり	1-90-81	3									⿱艹全	荃	u2ff1-u8279-u5168
p128-38	128	艹	6	くさかんむり／行	1-90-82	3									⿱艹行	荇	u2ff1-u8279-u884c
p128-39	128	艹	6	くさかんむり／夷	1-90-83	3									⿱艹夷	荑	u2ff1-u8279-u5937
p128-40	128	艹	6	くさかんむり／肋	1-90-84	3									⿱艹肋	荕	u2ff1-u8279-u808b
p128-41	128	艹	6	くさかんむり／冖／木	2-14-42	4					1				⿱⿱艹冖木		u2ff1-u2ff1-u8279-u5196-u6728
p128-42	128	艹	6	離れたくさかんむり／土／久	2-84-83	4					1						
p128-43	128	艹	6	くさかんむり／協のつくり	2-86-11	4									⿱艹劦	荔	u2ff1-u8279-u52a6
p128-44	128	艹	6	くさかんむり／艮	2-86-12	4									⿱艹艮	茛	u2ff1-u8279-u826e
p128-45	128	艹	6	くさかんむり／頤のへん	2-86-13	4									⿱艹𦣞	茝	u2ff1-u8279-u268de
p128-46	128	艹	6	哽のつくり	2-86-14	4									更		
p128-47	128	艹	6	くさかんむり／同	2-86-15	4									⿱艹同	茼	u2ff1-u8279-u540c
p128-48	128	艹	6	くさかんむり／亥	2-86-16	4									⿱艹亥	荄	u2ff1-u8279-u4ea5
p128-49	128	艹	6	くさかんむり／戍	2-86-17	4									⿱艹戍	荗	u2ff1-u8279-u620d
p128-50	128	艹	6	くさかんむり／衣	2-86-18	4									⿱艹衣	䒾	u2ff1-u8279-u8863
p128-51	128	艹	6	くさかんむり／成	2-86-19	4									⿱艹成	荿	u2ff1-u8279-u6210
p128-52	128	艹	6	くさかんむり／臣			831E								⿱艹臣	茞	u2ff1-u8279-u81e3
p128-53	128	艹	6	くさかんむり／聿			831F								⿱艹聿	茟	u2ff1-u8279-u807f
p128-54	128	艹	6	くさかんむり／字			8321								⿱艹字	茡	u2ff1-u8279-u5b57
p128-55	128	艹	6	くさかんむり／在			832C								⿱艹在	茬	u2ff1-u8279-u5728
p128-56	128	艹	6	くさかんむり／叔のへん			832E								⿱艹尗	茮	u2ff1-u8279-u5c17
p129-0	129	艹	6	くさかんむり／江			8333								⿱艹江	茳	u2ff1-u8279-u6c5f
p129-1	129	艹	6	くさかんむり／伐			8337								⿱艹伐	茷	u2ff1-u8279-u4f10
p129-2	129	艹	6	くさかんむり／仲			833D								⿱艹仲	茽	u2ff1-u8279-u4ef2
p129-3	129	艹	6	くさかんむり／夸			8342								⿱艹夸	荂	u2ff1-u8279-u5938
p129-4	129	艹	6	くさかんむり／收			834D								⿱艹收	荍	u2ff1-u8279-u6536
p129-5	129	艹	6	くさかんむり／至			834E								⿱艹至	荎	u2ff1-u8279-u81f3
p129-6	129	艹	6	くさかんむり／老			8356								⿱艹老	荖	u2ff1-u8279-u8001
p129-7	129	艹	6	くさかんむり／土／口			44C0								⿱⿱艹土口		u2ff1-u2ff1-u8279-u571f-u53e3
p129-8	129	艹	6	くさかんむり／大／巳											⿱⿱艹大巳		u2ff1-u2ff1-u8279-u5927-u5df3
p129-9	129	艹	7	莽				莽	包摂適用	124		83BD E0101	14204		莽		
p129-10	129	艹	7	くさかんむり／仞のつくり／心				荵	包摂適用	170		8375 E0101	7859		⿱⿱艹刃心		u2ff1-u2ff1-u8279-u5203-u5fc3
p129-11	129	艹	7	くさかんむり／呉				茣	包摂適用	48		8323 E0101	7858		⿱艹呉		u2ff1-u8279-u5449
p129-12	129	艹	7	くさかんむり／綏のつくり	1-90-85	3									⿱艹妥	荽	u2ff1-u8279-u59a5
p129-13	129	艹	7	くさかんむり／甫	1-90-86	3									⿱艹甫	莆	u2ff1-u8279-u752b
p129-14	129	艹	7	くさかんむり／呂	1-90-87	3									⿱艹呂		u2ff1-u8279-u5442
p129-15	129	艹	7	くさかんむり／辛	1-90-88	3									⿱艹辛	莘	u2ff1-u8279-u8f9b
p129-16	129	艹	7	くさかんむり／見	1-90-89	3									⿱艹見	莧	u2ff1-u8279-u898b
p129-17	129	艹	7	くさかんむり／孚	1-90-90	3									⿱艹孚	莩	u2ff1-u8279-u5b5a
p129-18	129	艹	7	嘆のつくり	2-5-36	4					1						
p129-19	129	艹	7	くさかんむり／孝	2-86-20	4									⿱艹孝	䓔	u2ff1-u8279-u5b5d
p129-20	129	艹	7	くさかんむり／朶	2-86-21	4									⿱艹朶	䒳	u2ff1-u8279-u6736
p129-21	129	艹	7	くさかんむり／求	2-86-22	4									⿱艹求	莍	u2ff1-u8279-u6c42
p129-22	129	艹	7	くさかんむり／圀	2-86-23	4									⿱艹圀		u2ff1-u8279-u5700
p129-23	129	艹	7	くさかんむり／杏	2-86-24	4									⿱艹杏	莕	u2ff1-u8279-u674f
p129-24	129	艹	7	くさかんむり／梃のつくり	2-86-25	4									⿱艹廷	莛	u2ff1-u8279-u5ef7
p129-25	129	艹	7	くさかんむり／坐	2-86-26	4									⿱艹坐	莝	u2ff1-u8279-u5750
p129-26	129	艹	7	くさかんむり／杜			8370								⿱艹杜	荰	u2ff1-u8279-u675c
p129-27	129	艹	7	くさかんむり／孛			8378								⿱艹孛	荸	u2ff1-u8279-u5b5b
p129-28	129	艹	7	くさかんむり／辰			8380								⿱艹辰	莀	u2ff1-u8279-u8fb0
p129-29	129	艹	7	くさかんむり／別			8382								⿱艹別		u2ff1-u8279-u5225
p129-30	129	艹	7	くさかんむり／哽のつくり			8384								⿱艹更	莄	u2ff1-u8279-u66f4
p129-31	129	艹	7	くさかんむり／君			8399								⿱艹君	莙	u2ff1-u8279-u541b
p129-32	129	艹	7	くさかんむり／攸			839C								⿱艹攸	莜	u2ff1-u8279-u6538
p129-33	129	艹	7	くさかんむり／悄のつくり			83A6								⿱艹肖	莦	u2ff1-u8279-u8096
p129-34	129	艹	7	くさかんむり／舛			8348								⿱艹舛	荈	u2ff1-u8279-u821b
p129-35	129	艹	7	くさかんむり／（土へん＋勹＜冫）			837A										
p129-36	129	艹	7	くさかんむり／俛のつくり			83AC								⿱艹免	莬	u2ff1-u8279-u514d
p129-37	129	艹	8					菟	包摂適用	102		83DF E0102	7976				
p129-38	129	艹	8					菟	包摂適用	102		83DF E0101	7755				
p129-39	129	艹	8	くさかんむり／綵のつくり				菜	包摂適用	21		83DC E0101	13786		⿱艹采	菜	u2ff1-u8279-u91c7
p129-40	129	艹	8	くさかんむり／來	1-91-6	3		莱	78互換包摂						⿱艹來	萊	u2ff1-u8279-u4f86
p129-41	129	艹	8					萌	包摂適用	36		840C E0101	14026				
p129-42	129	艹	8	くさかんむり／朋				萠	包摂適用	36		8420 E0101	14203		⿱艹朋	萠	u2ff1-u8279-u670b
p129-43	129	艹	8					萢	包摂適用	70		8422 E0101	7999				
p129-44	129	艹	8	くさかんむり／刺	1-90-91	3									⿱艹刺	莿	u2ff1-u8279-u523a
p129-45	129	艹	8	くさかんむり／宛	1-90-92	3									⿱艹宛	菀	u2ff1-u8279-u5b9b
p129-46	129	艹	8	くさかんむり／姑	1-90-93	3									⿱艹姑	菇	u2ff1-u8279-u59d1
p129-47	129	艹	8	くさかんむり／河	1-90-94	3									⿱艹河	菏	u2ff1-u8279-u6cb3
p129-48	129	艹	8	くさかんむり／緇のつくり	1-91-1	3									⿱艹甾	菑	u2ff1-u8279-u753e
p129-49	129	艹	8	くさかんむり／函	1-91-2	3									⿱艹函	菡	u2ff1-u8279-u51fd
p129-50	129	艹	8	くさかんむり／宕	1-91-3	3									⿱艹宕	菪	u2ff1-u8279-u5b95
p129-51	129	艹	8	くさかんむり／其	1-91-4	3									⿱艹其	萁	u2ff1-u8279-u5176
p129-52	129	艹	8	くさかんむり／婢のつくり	1-91-5	3									⿱艹卑	萆	u2ff1-u8279-u5351
p130-0	130	艹	8	菓	2-14-86	4					1				菓		
p130-1	130	艹	8	くさかんむり／碌のつくり	2-86-27	4									⿱艹录	菉	u2ff1-u8279-u5f55
p130-2	130	艹	8	僕のつくり	2-86-28	4									菐		
p130-3	130	艹	8	くさかんむり／服	2-86-29	4									⿱艹服	菔	u2ff1-u8279-u670d
p130-4	130	艹	8	くさかんむり／拔	2-86-30	4									⿱艹拔	菝	u2ff1-u8279-u62d4
p130-5	130	艹	8	くさかんむり／析	2-86-31	4									⿱艹析	菥	u2ff1-u8279-u6790
p130-6	130	艹	8	蕩	2-86-32	4									蕩		
p130-7	130	艹	8	くさかんむり／陷のつくり	2-86-33	4									⿱艹臽	萏	u2ff1-u8279-u81fd
p130-8	130	艹	8	くさかんむり／隹	2-86-34	4									⿱艹隹	萑	u2ff1-u8279-u96b9
p130-9	130	艹	8	くさかんむり／斉	2-86-35	4									⿱艹斉	萕	u2ff1-u8279-u6589
p130-10	130	艹	8	慈	2-86-36	4									慈		
p130-11	130	艹	8	くさかんむり／宗	2-86-37	4									⿱艹宗	萗	u2ff1-u8279-u5b97
p130-12	130	艹	8	くさかんむり／餠のつくり			8353								⿱艹幷	荓	u2ff1-u8279-u5e77
p130-13	130	艹	8	くさかんむり／奔			83BE								⿱艹奔	莾	u2ff1-u8279-u5954
p130-14	130	艹	8	くさかんむり／妾			83E8								⿱艹妾	菨	u2ff1-u8279-u59be
p130-15	130	艹	8	くさかんむり／奉			83F6								⿱艹奉	菶	u2ff1-u8279-u5949
p130-16	130	艹	8	くさかんむり／於			83F8								⿱艹於	菸	u2ff1-u8279-u65bc
p130-17	130	艹	8	くさかんむり／炎			83FC								⿱艹炎	菼	u2ff1-u8279-u708e
p130-18	130	艹	8	くさかんむり／枕			8419								⿱艹枕	萙	u2ff1-u8279-u6795
p130-19	130	艹	8	くさかんむり／罔			83F5								⿱艹罔	菵	u2ff1-u8279-u7f54
p130-20	130	艹	8	箆			841E								箆		
p130-21	130	艹	9	くさかんむり／曷				葛	包摂適用	150			1481	1	⿱艹曷	葛	u2ff1-u8279-u66f7
p130-22	130	艹	9	墸のつくり	1-91-7	3		著	包摂適用	125					著		
p130-23	130	艹	9	苔／木	1-91-8	3									⿱苔木		u2ff1-u82d4-u6728
p130-24	130	艹	9	くさかんむり／皇	1-91-9	3									⿱艹皇	葟	u2ff1-u8279-u7687
p130-25	130	艹	9	くさかんむり／俊	1-91-10	3									⿱艹俊	葰	u2ff1-u8279-u4fca
p130-26	130	艹	9	くさかんむり／威	1-91-11	3									⿱艹威	葳	u2ff1-u8279-u5a01
p130-27	130	艹	9	くさかんむり／染	1-91-12	3									⿱艹染	蒅	u2ff1-u8279-u67d3
p130-28	130	艹	9	くさかんむり／編のつくり	2-86-38	4									⿱艹扁	萹	u2ff1-u8279-u6241
p130-29	130	艹	9	くさかんむり／合／廾	2-86-39	4									⿱⿱艹合廾		u2ff1-u2ff1-u8279-u5408-u5efe
p130-30	130	艹	9	くさかんむり／津	2-86-40	4									⿱艹津	葏	u2ff1-u8279-u6d25
p130-31	130	艹	9	くさかんむり／封	2-86-41	4									⿱艹封	葑	u2ff1-u8279-u5c01
p130-32	130	艹	9	くさかんむり／紅	2-86-42	4									⿱艹紅	葒	u2ff1-u8279-u7d05
p130-33	130	艹	9	くさかんむり／相	2-86-43	4									⿱艹相	葙	u2ff1-u8279-u76f8
p130-34	130	艹	9	くさかんむり／甚	2-86-44	4									⿱艹甚	葚	u2ff1-u8279-u751a
p130-35	130	艹	9	くさかんむり／禊のつくり	2-86-45	4									⿱艹契	葜	u2ff1-u8279-u5951
p130-36	130	艹	9	くさかんむり／昜	2-86-46	4									⿱艹昜	𦳝	u2ff1-u8279-u661c
p130-37	130	艹	9	くさかんむり／（剪−刀）	2-86-47	4											
p130-38	130	艹	9	くさかんむり／亭	2-86-48	4									⿱艹亭	葶	u2ff1-u8279-u4ead
p130-39	130	艹	9	くさかんむり／思	2-86-49	4									⿱艹思	葸	u2ff1-u8279-u601d
p130-40	130	艹	9	くさかんむり／椶のつくり	2-86-50	4									⿱艹㚇	葼	u2ff1-u8279-u3687
p130-41	130	艹	9	二点しんにょう＋くさかんむり／（木＋右上に丶）	2-86-51	4											
p130-42	130	艹	9	葬			585F				1				葬		
p130-43	130	艹	9	茲／子				孳	包摂適用	83	1		16650	1	⿱茲子	孶	u2ff1-u8332-u5b50
p130-44	130	艹	9	くさかんむり／（皀＋卩）			83AD								⿱艹⿰皀卩		u2ff1-u8279-u2ff0-u7680-u5369
p130-45	130	艹	9	くさかんむり／負			842F								⿱艹負	萯	u2ff1-u8279-u8ca0
p130-46	130	艹	9	くさかんむり／俎			8445								⿱艹俎	葅	u2ff1-u8279-u4fce
p130-47	130	艹	9	くさかんむり／柔			8447								⿱艹柔	葇	u2ff1-u8279-u67d4
p130-48	130	艹	9	くさかんむり／福のつくり			844D								⿱艹畐	葍	u2ff1-u8279-u7550
p130-49	130	艹	9	くさかんむり／突			8456								⿱艹突	葖	u2ff1-u8279-u7a81
p130-50	130	艹	8	くさかんむり／突			8456								⿱艹突	葖	u2ff1-u8279-u7a81
p130-51	130	艹	9	くさかんむり／（卅／田）			8458								⿱艹⿱卅田		u2ff1-u8279-u2ff1-u5345-u7530
p130-52	130	艹	9	荷			8460								荷		
p130-53	130	艹	9	くさかんむり／紂			8464								⿱艹紂	葤	u2ff1-u8279-u7d02
p130-54	130	艹	9	くさかんむり／勃			8467								⿱艹勃	葧	u2ff1-u8279-u52c3
p130-55	130	艹	9	くさかんむり／（角＋りっとう）			846A										
p130-56	130	艹	9	くさかんむり／咸			8474								⿱艹咸	葴	u2ff1-u8279-u54b8
p131-0	131	艹	9	くさかんむり／襾／女			847D								⿱⿱艹襾女		u2ff1-u2ff1-u8279-u897e-u5973
p131-1	131	艹	9	くさかんむり／姦			844C								⿱艹姦	葌	u2ff1-u8279-u59e6
p131-2	131	艹	9	くさかんむり／愉のつくり			842E								⿱艹俞	萮	u2ff1-u8279-u4fde
p131-3	131	艹	9	くさかんむり／剌			44F6								⿱艹剌	䓶	u2ff1-u8279-u524c
p131-4	131	艹	9	くさかんむり／（火＋禾）			26D52								⿱艹⿰火禾		u2ff1-u8279-u2ff0-u706b-u79be
p131-5	131	艹	9	菽			26CCB								菽		
p131-6	131	艹	9	くさかんむり／付／心											⿱⿱艹付心		u2ff1-u2ff1-u8279-u4ed8-u5fc3
p131-7	131	艹	9	菲／一											⿱菲一		u2ff1-u83f2-u4e00
p131-8	131	艹	10					慈	包摂適用	83		6148 E0101	20064				
p131-9	131	艹	10	藩	1-91-13	3									藩		
p131-10	131	艹	10	萠＋りっとう	1-91-14	3											
p131-11	131	艹	10	くさかんむり／朔	1-91-15	3									⿱艹朔	蒴	u2ff1-u8279-u6714
p131-12	131	艹	10	くさかんむり／疾	1-91-16	3									⿱艹疾	蒺	u2ff1-u8279-u75be
p131-13	131	艹	10	くさかんむり／孫	1-91-17	3									⿱艹孫	蓀	u2ff1-u8279-u5b6b
p131-14	131	艹	10	くさかんむり／冥	1-91-18	3									⿱艹冥	蓂	u2ff1-u8279-u51a5
p131-15	131	艹	10	くさかんむり／馬	2-86-52	4									⿱艹馬	䔍	u2ff1-u8279-u99ac
p131-16	131	艹	10	くさかんむり／配	2-86-53	4									⿱艹配	蓜	u2ff1-u8279-u914d
p131-17	131	艹	10	くさかんむり／浪	2-86-54	4									⿱艹浪	蒗	u2ff1-u8279-u6d6a
p131-18	131	艹	10	護のつくり	2-86-55	4									蒦		
p131-19	131	艹	10	くさかんむり／二点しんにょうの迷	2-86-56	4											
p131-20	131	艹	10	くさかんむり／貢	2-86-57	4									⿱艹貢	䔈	u2ff1-u8279-u8ca2
p131-21	131	艹	10	くさかんむり／溏のつくり	2-86-58	4									⿱艹唐	蓎	u2ff1-u8279-u5510
p131-22	131	艹	10	くさかんむり／（瓜＋瓜）	2-86-59	4									⿱艹⿰瓜瓜		u2ff1-u8279-u2ff0-u74dc-u74dc
p131-23	131	艹	10	くさかんむり／倍	2-86-60	4									⿱艹倍	蓓	u2ff1-u8279-u500d
p131-24	131	艹	10	くさかんむり／師			8492								⿱艹師	蒒	u2ff1-u8279-u5e2b
p131-25	131	艹	10	くさかんむり／純			8493								⿱艹純	蒓	u2ff1-u8279-u7d14
p131-26	131	艹	10	くさかんむり／慍のつくり			8495								⿱艹𥁕	蒕	u2ff1-u8279-u25055
p131-27	131	艹	10	くさかんむり／倩			84A8								⿱艹倩	蒨	u2ff1-u8279-u5029
p131-28	131	艹	10	くさかんむり／租			84A9								⿱艹租	蒩	u2ff1-u8279-u79df
p131-29	131	艹	10	くさかんむり／溥のつくり			84AA								⿱艹尃	蒪	u2ff1-u8279-u5c03
p131-30	131	艹	10	くさかんむり／捕			84B1								⿱艹捕	蒱	u2ff1-u8279-u6355
p131-31	131	艹	10	くさかんむり／恩			84BD								⿱艹恩	蒽	u2ff1-u8279-u6069
p131-32	131	艹	10	くさかんむり／骨			84C7								⿱艹骨	蓇	u2ff1-u8279-u9aa8
p131-33	131	艹	10	くさかんむり／（螂−虫）			84C8										
p131-34	131	艹	10	くさかんむり／坐／夂			84CC								⿱⿱艹坐夂		u2ff1-u2ff1-u8279-u5750-u5902
p131-35	131	艹	10	くさかんむり／哥			4505								⿱艹哥	䔅	u2ff1-u8279-u54e5
p131-36	131	艹	10	くさかんむり／一／口／（冂＜（羊−二））			849A										
p131-37	131	艹	10	くさかんむり／鬲			849A								⿱艹鬲	蒚	u2ff1-u8279-u9b32
p131-38	131	艹	11	韈のつくり				蔑	包摂適用	34			3614	1	蔑		
p131-39	131	艹	11	二点しんにょうの蓬				蓬	包摂適用	128			3671	1			
p131-40	131	艹	11	二点しんにょうの蓮				蓮	包摂適用	128		84EE E0100	7811				
p131-41	131	艹	11	くさかんむり／將	1-91-22	3		蒋	78互換包摂						⿱艹將	蔣	u2ff1-u8279-u5c07
p131-42	131	艹	11					蓴	包摂適用	112		84F4 E0101	14205				
p131-43	131	艹	11	暮	1-84-88	3					1				暮		
p131-44	131	艹	11	くさかんむり／細	1-91-19	3									⿱艹細	𦹀	u2ff1-u8279-u7d30
p131-45	131	艹	11	くさかんむり／寇	1-91-20	3									⿱艹寇	蔻	u2ff1-u8279-u5bc7
p131-46	131	艹	11	くさかんむり／婁	1-91-21	3									⿱艹婁	蔞	u2ff1-u8279-u5a41
p131-47	131	艹	11	くさかんむり／陳	1-91-23	3									⿱艹陳	蔯	u2ff1-u8279-u9673
p131-48	131	艹	11	蔭	2-86-61	4									蔭		
p131-49	131	艹	11	くさかんむり／條	2-86-62	4									⿱艹條	蓧	u2ff1-u8279-u689d
p131-50	131	艹	11	くさかんむり／二点しんにょうの通	2-86-63	4											
p131-51	131	艹	11	くさかんむり／從	2-86-64	4									⿱艹從	蓯	u2ff1-u8279-u5f9e
p131-52	131	艹	11	くさかんむり／徙	2-86-65	4									⿱艹徙	蓰	u2ff1-u8279-u5f99
p131-53	131	艹	11	藩	2-86-66	4									藩		
p131-54	131	艹	11	藝−云	2-86-67	4											
p132-0	132	艹	11	くさかんむり／畢	2-86-68	4									⿱艹畢	蓽	u2ff1-u8279-u7562
p132-1	132	艹	11	くさかんむり／（嗽−口）	2-86-69	4											
p132-2	132	艹	11	くさかんむり／（角＋斗）	2-86-70	4									⿱艹⿰角斗		u2ff1-u8279-u2ff0-u89d2-u6597
p132-3	132	艹	11	くさかんむり／密	2-86-71	4									⿱艹密	蔤	u2ff1-u8279-u5bc6
p132-4	132	艹	11	くさかんむり／總のつくり	2-86-72	4									⿱艹悤	蔥	u2ff1-u8279-u60a4
p132-5	132	艹	11	くさかんむり／焉	2-86-73	4									⿱艹焉	蔫	u2ff1-u8279-u7109
p132-6	132	艹	11	くさかんむり／嘛のつくり	2-86-74	4									⿱艹麻	蔴	u2ff1-u8279-u9ebb
p132-7	132	艹	11	くさかんむり／猪	2-86-75	4									⿱艹猪	蕏	u2ff1-u8279-u732a
p132-8	132	艹	11	くさかんむり／（嶐−山）	2-86-76	4											
